index,titulo,localizacion,precio,latitud,longitud,id,tipo_vivienda,metros_construidos,metros_utiles,habitaciones,banos,garaje,trastero,planta,ascensor,exterior,orientacion,calefaccion,armarios_empotrados
,Piso en venta en novoa santos,Cuatro Caminos - Plaza de la Cubela,180000,43.3574745,-8.3991115,101499314.0,Piso,63,55,2,1,0,0,7,1,1,este,individual,1
,Piso en venta en plaza De España,Monte Alto - Zalaeta - Atocha,370000,43.3745383,-8.3950656,98922319.0,Piso,125,108,3,2,0,1,1,1,1,este,individual,1
",Piso en venta en calle Novoa Santos,Cuatro Caminos - Plaza de la Cubela,373000,43.3570671,-8.401163,101571465.0,Piso,138,,5,3,1,0,8,1,1,""sur, oeste"",central,1"
,Piso en venta en Los Castros - Castrillón,A Coruña,125000,43.3521145,-8.3896716,101483098.0,Piso,85,73,3,1,0,0,3,0,1,,individual,1
,Piso en venta en calle Posse,Cuatro Caminos - Plaza de la Cubela,379900,43.3529925,-8.3999733,100961196.0,Piso,125,,3,3,1,1,5,1,1,oeste,individual: Gas natural,1
",Piso en venta en avenida Ejército,Cuatro Caminos - Plaza de la Cubela,290000,43.3591124,-8.4012332,100168683.0,Piso,120,,3,2,0,0,1,1,1,""sur, este"",individual,1"
,Piso en venta en Grupo Maria Pita,Riazor - Los Rosales,132000,43.3764075,-8.4214721,100857928.0,Piso,77,70,2,1,0,0,2,0,1,oeste,individual: Gas propano/butano,1
",Piso en venta en ronda de Outeiro,Agra del Orzán - Ventorrillo,145000,43.3609646,-8.4208003,101600158.0,Piso,55,52,2,1,0,0,1,1,1,""este, oeste"",individual: Eléctrica,1"
,Piso en venta en carretera de Mesoiro,Mesoiro,129000,43.3308591,-8.4247189,100532621.0,Piso,75,70,2,1,1,0,2,1,1,,individual: Gas natural,1
",""Piso en venta en Ramon del Cueto, 1"",Monte Alto - Zalaeta - Atocha,440000,43.3753207,-8.4008191,100660219.0,Piso,123,110,4,2,1,1,4,1,1,norte,central: Gasoil,1"
",""Piso en venta en Frente al Corte Inglés, 2"",Cuatro Caminos - Plaza de la Cubela,330000,43.3543869,-8.4040299,101520446.0,Piso,100,92,3,2,1,0,4,1,1,este,individual: Eléctrica,1"
",Piso en venta en calle Novoa Santos,Cuatro Caminos - Plaza de la Cubela,259000,43.3554652,-8.3981633,99210301.0,Piso,94,,3,2,0,0,5,1,1,""sur, oeste"",individual,1"
",""Piso en venta en calle José Echegaray, 1"",Los Castros - Castrillón,169000,43.35048,-8.38993,99914185.0,Piso,83,69,2,2,1,1,2,1,1,,individual,0"
",""Piso en venta en calle José Echegaray, 1"",Los Castros - Castrillón,169000,43.35048,-8.38993,99914185.0,Piso,83,69,2,2,1,1,2,1,1,,individual,0"
,Piso en venta en avenida San Cristobal,Someso - Matogrande,250000,43.3446511,-8.41337,100859613.0,Piso,110,98,3,2,1,1,8,1,1,sur,central: Gasoil,1
",""Piso en venta en calle José Echegaray, 1"",Los Castros - Castrillón,169000,43.35048,-8.38993,99914185.0,Piso,83,69,2,2,1,1,2,1,1,,individual,0"
",""Piso en venta en calle José Echegaray, 1"",Los Castros - Castrillón,169000,43.35048,-8.38993,99914185.0,Piso,83,69,2,2,1,1,2,1,1,,individual,0"
",""Piso en venta en calle José Echegaray, 1"",Los Castros - Castrillón,169000,43.35048,-8.38993,99914185.0,Piso,83,69,2,2,1,1,2,1,1,,individual,0"
",""Piso en venta en calle José Echegaray, 1"",Los Castros - Castrillón,169000,43.35048,-8.38993,99914185.0,Piso,83,69,2,2,1,1,2,1,1,,individual,0"
",""Piso en venta en calle José Echegaray, 1"",Los Castros - Castrillón,169000,43.35048,-8.38993,99914185.0,Piso,83,69,2,2,1,1,2,1,1,,individual,0"
,Piso en venta en avenida San Cristobal,Someso - Matogrande,250000,43.3446511,-8.41337,100859613.0,Piso,110,98,3,2,1,1,8,1,1,sur,central: Gasoil,1
",Piso en venta en calle San Nicolás,Ciudad Vieja - Centro,495000,43.3696232,-8.3990518,101900474.0,Piso,147,,3,2,0,1,2,0,1,""este, oeste"",individual,1"
,Piso en venta en novoa santos,Cuatro Caminos - Plaza de la Cubela,180000,43.3574745,-8.3991115,101499314.0,Piso,63,55,2,1,0,0,7,1,1,este,individual,1
,Piso en venta en plaza De España,Monte Alto - Zalaeta - Atocha,370000,43.3745383,-8.3950656,98922319.0,Piso,125,108,3,2,0,1,1,1,1,este,individual,1
",Piso en venta en calle Novoa Santos,Cuatro Caminos - Plaza de la Cubela,373000,43.3570671,-8.401163,101571465.0,Piso,138,,5,3,1,0,8,1,1,""sur, oeste"",central,1"
,Piso en venta en Los Castros - Castrillón,A Coruña,125000,43.3521145,-8.3896716,101483098.0,Piso,85,73,3,1,0,0,3,0,1,,individual,1
",Piso en venta en Javier López López,Los Castros - Castrillón,160000,43.3474974,-8.397325,101575011.0,Piso,107,96,3,2,0,1,3,1,1,""sur, este"",,1"
,Piso en venta en calle Estrella,Ensanche,347000,43.3690467,-8.4047428,101595818.0,Piso,106,97,3,2,0,0,3,1,1,,individual: Eléctrica,1
",Dúplex en venta en Manuel Azaña,Riazor - Los Rosales,315000,43.3766056,-8.4293825,101531118.0,Dúplex,97,,3,3,1,1,8,1,1,""norte, este, oeste"",individual: Gas natural,1"
",Piso en venta en avenida Montserrat,Eirís,270000,43.3362099,-8.3899334,101466720.0,Piso,215,151,3,2,1,1,2,1,1,""sur, este, oeste"",individual,1"
,Piso en venta en calle Chile,Cuatro Caminos - Plaza de la Cubela,245000,43.3530773,-8.4060171,101346873.0,Piso,165,140,4,3,0,0,4,1,1,oeste,,1
,Piso en venta en Ortigueira,Los Castros - Castrillón,119000,43.3524943,-8.3925341,100342073.0,Piso,100,95,3,1,0,0,5,0,1,este,individual: Eléctrica,0
",""Piso en venta en Oza, 210"",Los Castros - Castrillón,230000,43.352723,-8.3902367,97977221.0,Piso,128,105,3,2,1,1,3,1,1,,individual: Gas natural,1"
",Piso en venta en villa de carral,Monte Alto - Zalaeta - Atocha,195000,43.3769819,-8.4077235,101604214.0,Piso,70,65,3,2,0,0,1,1,1,""sur, este, oeste"",individual,1"
,Piso en venta en Juan Castro Mosquera,Falperra-Santa Lucía,238000,43.3586542,-8.4088863,100550074.0,Piso,150,126,4,2,0,0,2,1,1,,individual,1
,Piso en venta en calle Falperra,Os Mallos,152000,43.3586166,-8.4099805,101294667.0,Piso,60,,,1,0,1,2,1,1,sur,individual: Eléctrica,1
,Piso en venta en ronda de Monte Alto,Monte Alto - Zalaeta - Atocha,195000,43.3824229,-8.4045843,101598457.0,Piso,71,64,2,2,0,0,1,1,1,sur,individual: Eléctrica,1
",Piso en venta en calle Juana de Vega,Ensanche,550000,43.3686149,-8.4077386,101281749.0,Piso,177,144,5,4,0,1,7,1,1,""este, oeste"",central,1"
,Piso en venta en Los Castros - Castrillón,A Coruña,160000,43.3442603,-8.4016133,101952911.0,Piso,96,,3,2,0,0,3,1,1,,,1
,Piso en venta en calle Felix de Acevedo,Os Mallos,190000,43.3588365,-8.4060477,101934983.0,Piso,83,74,2,1,0,1,9,1,1,,individual: Eléctrica,1
,Piso en venta en calle José Echegaray,Los Castros - Castrillón,169000,43.35168,-8.39153,96185548.0,Piso,83,69,2,2,1,1,4,1,1,,individual,1
,Piso en venta en Maria Pita,Ciudad Vieja - Centro,720000,43.3703617,-8.395364,101667573.0,Piso,130,120,3,2,1,1,2,1,1,este,individual: Gas natural,1
",""Piso en venta en María Luisa Durán Marquina, 8"",Riazor - Los Rosales,290000,43.369852,-8.4180239,101800223.0,Piso,132,126,3,3,0,1,2,1,1,,,1"
", Chalet pareado en venta en avenida Pasaje,Eirís,800000,43.3454659,-8.3893918,100190937.0,Chalet,368,350,4,3,1,1,,0,0,""este, oeste"",individual,1"
",""Piso en venta en calle Avogacía, 4"",Cuatro Caminos - Plaza de la Cubela,474000,43.3571026,-8.4013053,101376445.0,Piso,139,98,4,2,0,1,1,1,1,""norte, oeste"",,1"
",""Piso en venta en calle Blanco White, 10"",Someso - Matogrande,147024,43.346611,-8.4173387,97471984.0,Piso,74,,2,2,1,0,2,1,1,,individual,1"
,Piso en venta en calle Vila de Carral,Monte Alto - Zalaeta - Atocha,195000,43.3786869,-8.4058438,101603298.0,Piso,72,67,3,2,0,0,1,1,1,,,1
,Piso en venta en Rio de Monelos,Cuatro Caminos - Plaza de la Cubela,260000,43.3564918,-8.3974928,101095725.0,Piso,125,105,3,2,1,0,20,1,1,,,1
",""Piso en venta en Ramon Maria Aller, 2"",Agra del Orzán - Ventorrillo,215000,43.3625944,-8.4180368,100703384.0,Piso,83,,3,2,0,0,6,1,1,""sur, este, oeste"",individual: Gas natural,1"
",Piso en venta en Juan Flórez-San Pablo,Ensanche - Juan Florez,380000,43.3642087,-8.4119759,101827139.0,Piso,126,115,4,2,0,0,6,1,1,""este, oeste"",individual: Eléctrica,1"
,Piso en venta en Fermnando Gonzalez,Ensanche,485000,43.3630548,-8.4080586,101411803.0,Piso,203,180,5,3,1,0,6,1,1,sur,central: Gasoil,1
,Piso en venta en Fuente Álamo,Agra del Orzán - Ventorrillo,149999,43.3600297,-8.4200147,100309904.0,Piso,75,70,2,1,0,0,1,1,1,,individual: Eléctrica,0
",Piso en venta en Agra del Orzán - Ventorrillo,A Coruña,145000,43.3604093,-8.4204547,91545174.0,Piso,64,60,3,1,0,1,2,1,1,""sur, oeste"",individual: Eléctrica,1"
,Piso en venta en calle Illas Cíes,Mesoiro,157000,43.3261407,-8.4280761,101340029.0,Piso,83,70,2,1,1,1,3,1,1,,individual: Gas natural,1
,Piso en venta en Someso - Matogrande,A Coruña,147565,43.3456566,-8.4166832,97489116.0,Piso,73,,2,2,1,0,3,1,1,,,1
",""Piso en venta en Novoa Santos, 22"",Cuatro Caminos - Plaza de la Cubela,185000,43.3564465,-8.4001045,101239738.0,Piso,72,,3,1,0,1,3,1,1,""sur, este"",individual: Eléctrica,1"
,Piso en venta en avenida Gramela,Agra del Orzán - Ventorrillo,229000,43.3600783,-8.4164951,99706084.0,Piso,90,,3,2,0,1,4,1,1,,individual,1
,Piso en venta en calle Alexandre Von Humboldt,Someso - Matogrande,210000,43.3447944,-8.4100998,100523396.0,Piso,110,100,4,2,1,1,1,1,1,,central: Gasoil,1
,Piso en venta en Abogacía,Cuatro Caminos - Plaza de la Cubela,415000,43.3576112,-8.4008866,97515389.0,Piso,100,,2,2,1,1,6,1,1,norte,,1
,Piso en venta en avenida San Cristóbal,Someso - Matogrande,190000,43.3424814,-8.4141571,101148260.0,Piso,90,,4,2,1,1,2,1,1,,,0
",""Piso en venta en avenida del Ejercito, 8"",Cuatro Caminos - Plaza de la Cubela,300000,43.3569085,-8.3989825,100898932.0,Piso,140,125,4,2,1,1,2,1,1,este,central: Gasoil,1"
",Dúplex en venta en calle Puente,Cuatro Caminos - Plaza de la Cubela,379900,43.3532117,-8.4016642,100941515.0,Dúplex,125,114,3,3,1,1,5,1,1,""sur, oeste"",individual: Gas natural,1"
,Dúplex en venta en calle Ponte,Cuatro Caminos - Plaza de la Cubela,399000,43.3554374,-8.3985278,101169520.0,Dúplex,154,138,3,3,1,1,5,1,1,,individual: Gas natural,1
,Piso en venta en calle Parque,Monte Alto - Zalaeta - Atocha,240000,43.3775157,-8.3980797,98910753.0,Piso,100,98,3,2,0,1,3,1,1,,individual: Gas natural,0
,Piso en venta en Pérez Cepeda,Juan Flórez-San Pablo,249900,43.3637421,-8.4128243,101351329.0,Piso,92,80,3,1,1,0,3,1,1,,,0
,Piso en venta en Agra del Orzán - Ventorrillo,A Coruña,169000,43.3613311,-8.4224966,98974824.0,Piso,100,85,3,2,0,1,6,1,1,oeste,central: Gasoil,1
,Piso en venta en cantabrico,Monte Alto - Zalaeta - Atocha,430000,43.3746868,-8.4031938,101416649.0,Piso,110,100,3,2,1,1,1,1,1,,individual,1
",Piso en venta en avenida De Hercules,Monte Alto - Zalaeta - Atocha,240000,43.3780451,-8.4059008,98801030.0,Piso,89,81,2,1,0,0,9,1,1,""sur, este"",,0"
",Piso en venta en calle Posse,Cuatro Caminos - Plaza de la Cubela,229000,43.3555871,-8.3974261,100593954.0,Piso,94,,3,2,0,0,3,1,1,""sur, oeste"",individual,1"
",Piso en venta en avenida navarra,Monte Alto - Zalaeta - Atocha,160000,43.3817309,-8.3974514,101644298.0,Piso,80,,4,1,0,0,5,0,1,""sur, oeste"",,0"
",Piso en venta en avenida Pablo Picasso,Someso - Matogrande,190000,43.3443452,-8.4138197,101344971.0,Piso,98,,4,2,1,1,2,1,1,""sur, este"",individual: Gas propano/butano,1"
",""Piso en venta en Míster Archer Milton Huntington, 2"",Riazor - Los Rosales,497000,43.3721417,-8.4197387,99874993.0,Piso,120,105,3,2,1,1,5,1,1,sur,individual,1"
, Casa o chalet independiente en venta en Lugar Eirís de Abaixo,Eirís,298000,43.3390523,-8.3979408,92741954.0,Casa,310,260,4,4,1,1,,0,0,,central: Gasoil,1
,Piso en venta en calle Rianxo,Cuatro Caminos - Plaza de la Cubela,179000,43.3533638,-8.4025631,99970216.0,Piso,73,56,2,1,0,0,1,1,1,,individual,0
",Dúplex en venta en Emilio gonzalez lopez,Riazor - Los Rosales,299000,43.3735762,-8.4305238,97343271.0,Dúplex,120,108,3,3,1,1,8,1,1,""sur, este"",individual: Gas natural,1"
",Piso en venta en san vicente paul,Monte Alto - Zalaeta - Atocha,120000,43.3749965,-8.3981049,101752974.0,Piso,84,77,3,1,0,0,1,1,1,""sur, este"",,0"
",Piso en venta en calle Rosas,Someso - Matogrande,155000,43.347964,-8.4042232,101238974.0,Piso,94,85,3,2,1,1,6,1,1,""sur, oeste"",individual: Gas natural,1"
,Piso en venta en calle Juana De Vega,Ensanche,595000,43.3662928,-8.4071631,89033446.0,Piso,242,206,5,5,0,0,10,1,1,,,1
,Piso en venta en Os Mallos,A Coruña,130000,43.3561234,-8.4079502,101951898.0,Piso,94,85,4,2,0,0,1,1,1,,,1
",Piso en venta en santa cecilia,Monte Alto - Zalaeta - Atocha,128000,43.3813296,-8.4006966,101446944.0,Piso,66,62,2,1,0,0,2,0,1,""este, oeste"",individual: Eléctrica,0"
",Piso en venta en calle Parque,Monte Alto - Zalaeta - Atocha,240000,43.379235,-8.3974977,98975644.0,Piso,104,82,3,2,0,1,3,1,1,""norte, oeste"",individual: Gas natural,0"
",Piso en venta en puga y parga,Cuatro Caminos - Plaza de la Cubela,440000,43.3550623,-8.4040511,95151752.0,Piso,113,96,3,2,1,1,5,1,1,""norte, oeste"",central,1"
",Piso en venta en calle Vila de Negreira,Agra del Orzán - Ventorrillo,117000,43.364371,-8.4189632,101897364.0,Piso,76,,4,1,0,0,1,1,1,""sur, oeste"",,0"
, Chalet adosado en venta en calle Praga,Elviña - A Zapateira,380000,43.3136584,-8.4216562,101366310.0,Chalet,250,215,7,3,1,1,,0,0,sur,individual,1
,Piso en venta en avenida Rubine,Juan Flórez-San Pablo,599000,43.3670039,-8.4076974,99950191.0,Piso,144,133,4,4,1,1,7,1,1,norte,central,1
",Piso en venta en calle Doutor Fleming,Falperra-Santa Lucía,175000,43.3583729,-8.4067995,100349639.0,Piso,107,,4,2,0,0,3,0,1,""este, oeste"",,1"
",Piso en venta en calle Juan Flórez,Ensanche,295000,43.3619547,-8.4073113,100902400.0,Piso,139,,4,2,1,1,1,1,1,""sur, este"",central,1"
",Piso en venta en avenida Ejército,Los Castros - Castrillón,300000,43.3565909,-8.3961875,100912573.0,Piso,129,,4,2,1,1,2,1,1,""este, oeste"",central,1"
,Piso en venta en avenida de Monelos,Los Castros - Castrillón,95000,43.344118,-8.3996523,100905683.0,Piso,75,,3,1,0,1,3,0,1,sur,,1
,Piso en venta en Federico Tapia,Ensanche,595000,43.3613587,-8.4064412,101928738.0,Piso,190,184,5,2,1,0,1,1,1,sur,individual: Gas natural,1
",Piso en venta en ronda de Outeiro,Agra del Orzán - Ventorrillo,239900,43.3598102,-8.421927,99424851.0,Piso,132,114,4,2,0,1,5,1,1,""norte, sur"",,1"
,Piso en venta en San Isidoro,Sagrada Familia,108000,43.3573666,-8.4164442,100586705.0,Piso,80,,3,1,0,0,3,1,1,oeste,individual: Eléctrica,0
,Piso en venta en avenida Rubine,Juan Flórez-San Pablo,630000,43.3694946,-8.4110801,100182739.0,Piso,245,,6,5,0,0,5,1,1,sur,individual: Gas natural,1
,Piso en venta en paseo de Alexandre Bóveda,Cuatro Caminos - Plaza de la Cubela,360000,43.3568652,-8.4034477,98672391.0,Piso,142,126,4,2,1,1,6,1,1,sur,central,1
",""Piso en venta en avenida dos Mallos, 15"",Os Mallos,220000,43.357256,-8.4106125,101953416.0,Piso,90,78,3,2,1,0,2,1,1,,individual,1"
,Piso en venta en calle José María Hernansáez,Los Castros - Castrillón,195000,43.3522412,-8.3934901,101762190.0,Piso,115,,3,2,0,0,6,1,1,este,individual: Gas natural,1
",Piso en venta en avenida de Monelos,Los Castros - Castrillón,99000,43.3443922,-8.4016314,101763898.0,Piso,99,,4,2,0,1,3,0,1,""sur, este"",individual: Gas natural,1"
",""Piso en venta en calle Zalaeta, 16"",Monte Alto - Zalaeta - Atocha,460000,43.3744569,-8.4005875,98653421.0,Piso,187,174,7,2,1,1,1,1,1,sur,central: Gas,1"
,Piso en venta en avenida de Oza,Los Castros - Castrillón,198000,43.3537438,-8.3976727,100195219.0,Piso,103,,4,2,0,0,3,1,1,,,0
",""Piso en venta en avenida Finisterre, 96"",Juan Flórez-San Pablo,389000,43.3642018,-8.4127469,101403841.0,Piso,102,90,3,2,0,0,4,1,1,""este, oeste"",,1"
,Piso en venta en María Puga Cerdido,Someso - Matogrande,315000,43.3435731,-8.405142,99629532.0,Piso,95,90,3,2,1,1,2,1,1,,individual: Gas natural,1
",""Piso en venta en calle la Paz, 11"",Os Mallos,225000,43.3572403,-8.4090983,98118366.0,Piso,100,85,3,2,1,0,1,1,1,""norte, oeste"",individual: Gas natural,1"
, Casa o chalet independiente en venta en Hamburgo,Elviña - A Zapateira,1280000,43.3255849,-8.395245,101954537.0,Casa,500,420,5,4,1,1,,0,0,,individual: Bomba de frío/calor,1
,Piso en venta en calle de José Luis Bugallal Marchesi,Someso - Matogrande,225000,43.3461329,-8.4108357,100988980.0,Piso,100,,4,2,1,1,3,1,1,,individual: Gas natural,1
",Ático en venta en Barrie De La Maza,Ensanche,850000,43.3713854,-8.4059989,101841675.0,Ático,165,150,4,2,1,0,11,1,1,""norte, este"",central: Gas,0"
",Piso en venta en San Amaro,Monte Alto - Zalaeta - Atocha,320000,43.3804203,-8.3979714,101772273.0,Piso,70,68,2,2,1,1,4,1,1,""norte, oeste"",individual: Eléctrica,1"
",""Dúplex en venta en calle Merced, 32"",Los Castros - Castrillón,280000,43.3529042,-8.3958421,98266385.0,Dúplex,148,,4,3,1,1,5,1,1,,individual: Eléctrica,1"
","" Chalet pareado en venta en Río Deza, 3"",Paseo de los Puentes-Santa Margarita,768000,43.3600908,-8.4134008,101388977.0,Chalet,221,205,3,3,0,1,,0,0,,individual: Bomba de frío/calor,1"
",""Dúplex en venta en Alfonso Molina, 4"",Ensanche,850000,43.3616725,-8.4053787,101402517.0,Dúplex,267,228,5,3,1,1,11,1,1,""este, oeste"",central,1"
",Piso en venta en Sinfónica de Galicia,Juan Flórez-San Pablo,495000,43.3628572,-8.4100072,98335102.0,Piso,148,135,4,3,1,0,15,1,1,""sur, oeste"",central: Gas,1"
",Piso en venta en plaza de Lugo,Ensanche,695000,43.3657649,-8.4074145,100817436.0,Piso,220,210,6,5,0,0,3,1,1,""sur, oeste"",individual: Gas natural,1"
,Ático en venta en calle Real,Ciudad Vieja - Centro,590000,43.3689086,-8.4002148,99925105.0,Ático,120,104,2,1,1,1,4,0,1,sur,individual: Eléctrica,1
",Piso en venta en ronda Outeiro,Vioño,305000,43.3571335,-8.4188911,100304858.0,Piso,104,98,3,2,1,1,3,1,1,""sur, este"",individual: Gas natural,1"
",Piso en venta en avenida Monelos,Eirís,295000,43.3436098,-8.3967728,100612343.0,Piso,97,90,3,2,1,1,6,1,1,""norte, este"",individual: Gas natural,1"
",Piso en venta en Alexander Von Humbolt,Someso - Matogrande,210000,43.3466549,-8.4095929,100142910.0,Piso,125,110,4,2,1,1,1,1,1,""sur, oeste"",individual,0"
,Piso en venta en Félix Acevedo,Someso - Matogrande,190000,43.3412946,-8.4084939,101907496.0,Piso,78,75,2,1,1,1,9,1,1,sur,individual: Eléctrica,1
, Casa o chalet independiente en venta en Eirís,A Coruña,398000,43.3381754,-8.3939366,99594012.0,Casa,250,203,5,2,1,0,,0,0,,individual: Gas propano/butano,0
,Dúplex en venta en calle Noia,Os Mallos,185000,43.3570941,-8.4083342,99581978.0,Dúplex,93,,3,2,1,1,1,1,1,,,1
,Piso en venta en calle Sánchez Bregua,Ensanche,690000,43.3669229,-8.4038249,101183054.0,Piso,167,145,3,1,1,1,4,1,1,,central,0
",""Piso en venta en avenida De Oza, 130"",Los Castros - Castrillón,390000,43.3534733,-8.3935852,97291432.0,Piso,167,137,3,2,0,0,2,1,1,""norte, sur"",individual: Bomba de frío/calor,1"
,Piso en venta en plaza José Toubes Pego,Os Mallos,360000,43.3597438,-8.4057647,101957263.0,Piso,126,110,4,2,1,1,6,1,1,sur,central: Gasoil,1
,Piso en venta en calle Luciano Yordi de Carricarte,Someso - Matogrande,180000,43.3399154,-8.4049791,101526338.0,Piso,57,50,2,1,1,1,4,1,1,,individual: Gas natural,0
",""Piso en venta en plaza del libro, 9"",Juan Flórez-San Pablo,505000,43.3630816,-8.4091984,99300958.0,Piso,260,230,4,2,0,0,4,1,1,sur,central,1"
,Piso en venta en calle San Pedro de Visma,Agra del Orzán - Ventorrillo,120000,43.3684909,-8.4315055,100845800.0,Piso,53,,,1,1,1,1,0,1,,,1
,Piso en venta en Novoa Santos,Cuatro Caminos - Plaza de la Cubela,395000,43.3584888,-8.3985166,101473686.0,Piso,176,,5,3,1,1,4,1,1,este,central,1
",Piso en venta en ronda Falperra,Falperra-Santa Lucía,215000,43.3604728,-8.40746,97151759.0,Piso,116,100,4,2,0,1,6,1,1,""sur, este"",individual: Gas natural,0"
",Piso en venta en Novoa Santos,Cuatro Caminos - Plaza de la Cubela,198000,43.3579713,-8.3983724,100092840.0,Piso,88,80,3,2,0,0,1,1,1,""este, oeste"",individual: Eléctrica,1"
